time,T_horno,T_preH_pos,T_preH_neg,T_out_pos,T_out_neg,P_out_pos,P_out_neg,Humedad,T_humidificador,Voltaje,Corriente,FlujoO2,FlujoCO2,FlujoCO,FlujoH2,FlujoCH4,FlujoPurga,FlujoN2_neg,FlujoN2_pos,FlujoAire,Valvula solH2,Valvula solCO2,Valvula solCO,Valvula solCH4,Valvula solPurga,Valvula solN2_neg,Valvula solO2,Valvula solN2_pos,Valvula solAire
12-19 11:17:01.36,25.5679,23.6047,23.5835,0.0,24.8832,4.0,3.0,0.0,-40.0,-1,-1,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:01.82,25.5482,23.6096,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:02.08,25.5482,23.6096,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:02.34,25.5482,23.6096,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:02.60,25.5482,23.6096,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:02.87,25.5425,23.6069,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:03.13,25.5425,23.6069,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:03.41,25.5425,23.6069,23.5907,0.0,24.8791,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:03.66,25.541,23.6107,23.5842,0.0,24.8855,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:03.93,25.541,23.6107,23.5842,0.0,24.8855,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:04.19,25.541,23.6107,23.5842,0.0,24.8855,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:04.45,25.541,23.6107,23.5842,0.0,24.8855,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:04.71,25.5406,23.6031,23.5914,0.0,24.8836,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:04.98,25.5406,23.6031,23.5914,0.0,24.8836,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:05.24,25.5406,23.6031,23.5914,0.0,24.8836,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:05.51,25.5406,23.6031,23.5914,0.0,24.8836,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:05.78,25.5419,23.6142,23.5855,0.0,24.8841,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:06.05,25.5419,23.6142,23.5855,0.0,24.8841,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:06.31,25.5419,23.6142,23.5855,0.0,24.8841,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:06.57,25.5419,23.6142,23.5855,0.0,24.8841,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:06.84,25.5411,23.6169,23.5881,0.0,24.8898,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:07.11,25.5411,23.6169,23.5881,0.0,24.8898,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:07.37,25.5411,23.6169,23.5881,0.0,24.8898,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:07.64,25.5411,23.6169,23.5881,0.0,24.8898,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:07.90,25.54,23.6176,23.5893,0.0,24.8848,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:08.16,25.54,23.6176,23.5893,0.0,24.8848,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:08.42,25.54,23.6176,23.5893,0.0,24.8848,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:08.68,25.5268,23.6143,23.5904,0.0,24.8849,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:08.94,25.5268,23.6143,23.5904,0.0,24.8849,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:09.20,25.5268,23.6143,23.5904,0.0,24.8849,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:09.47,25.5268,23.6143,23.5904,0.0,24.8849,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:09.73,25.5321,23.6135,23.5882,0.0,24.8947,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:09.99,25.5321,23.6135,23.5882,0.0,24.8947,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:10.26,25.5321,23.6135,23.5882,0.0,24.8947,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:10.52,25.5321,23.6135,23.5882,0.0,24.8947,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:10.79,25.5318,23.6169,23.5984,0.0,24.8891,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:11.06,25.5318,23.6169,23.5984,0.0,24.8891,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:11.32,25.5318,23.6169,23.5984,0.0,24.8891,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:11.59,25.5318,23.6169,23.5984,0.0,24.8891,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:11.86,25.5207,23.6081,23.5892,0.0,24.8946,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:12.12,25.5207,23.6081,23.5892,0.0,24.8946,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:12.39,25.5207,23.6081,23.5892,0.0,24.8946,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:12.66,25.5282,23.6214,23.5915,0.0,24.8965,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:12.92,25.5282,23.6214,23.5915,0.0,24.8965,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:13.18,25.5282,23.6214,23.5915,0.0,24.8965,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:13.44,25.5282,23.6214,23.5915,0.0,24.8965,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:13.71,25.5332,23.6055,23.5956,0.0,24.8878,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:13.97,25.5332,23.6055,23.5956,0.0,24.8878,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:14.23,25.5332,23.6055,23.5956,0.0,24.8878,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:14.50,25.5332,23.6055,23.5956,0.0,24.8878,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:14.76,25.5208,23.6131,23.5999,0.0,24.9004,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:15.02,25.5208,23.6131,23.5999,0.0,24.9004,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:15.28,25.5208,23.6131,23.5999,0.0,24.9004,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:15.55,25.5208,23.6131,23.5999,0.0,24.9004,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:15.81,25.5284,23.6196,23.5855,0.0,24.8966,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:16.08,25.5284,23.6196,23.5855,0.0,24.8966,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:16.35,25.5284,23.6196,23.5855,0.0,24.8966,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:16.61,25.5284,23.6196,23.5855,0.0,24.8966,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:16.87,25.5061,23.6188,23.5878,0.0,24.8932,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:17.13,25.5061,23.6188,23.5878,0.0,24.8932,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:17.39,25.5061,23.6188,23.5878,0.0,24.8932,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:17.66,25.4849,23.6188,23.5893,0.0,24.8969,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:17.93,25.4849,23.6188,23.5893,0.0,24.8969,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:18.20,25.4849,23.6188,23.5893,0.0,24.8969,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:18.46,25.4849,23.6188,23.5893,0.0,24.8969,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:18.72,25.4663,23.6191,23.5923,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:18.99,25.4663,23.6191,23.5923,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:19.25,25.4663,23.6191,23.5923,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:19.51,25.4663,23.6191,23.5923,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:19.78,25.4505,23.6108,23.5919,0.0,24.8943,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:20.04,25.4505,23.6108,23.5919,0.0,24.8943,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:20.30,25.4505,23.6108,23.5919,0.0,24.8943,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:20.56,25.4505,23.6108,23.5919,0.0,24.8943,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:20.82,25.4507,23.6122,23.5902,0.0,24.8956,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:21.09,25.4507,23.6122,23.5902,0.0,24.8956,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:21.35,25.4507,23.6122,23.5902,0.0,24.8956,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:21.62,25.4507,23.6122,23.5902,0.0,24.8956,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:21.89,25.4575,23.6072,23.5898,0.0,24.8934,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:22.15,25.4575,23.6072,23.5898,0.0,24.8934,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:22.42,25.4575,23.6072,23.5898,0.0,24.8934,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:22.69,25.4492,23.6186,23.5925,0.0,24.8873,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:22.95,25.4492,23.6186,23.5925,0.0,24.8873,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:23.21,25.4492,23.6186,23.5925,0.0,24.8873,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:23.47,25.4492,23.6186,23.5925,0.0,24.8873,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:23.73,25.4429,23.6131,23.5851,0.0,24.892,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:23.99,25.4429,23.6131,23.5851,0.0,24.892,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:24.25,25.4429,23.6131,23.5851,0.0,24.892,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:24.51,25.4429,23.6131,23.5851,0.0,24.892,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:24.77,25.4361,23.612,23.5878,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:25.03,25.4361,23.612,23.5878,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:25.30,25.4361,23.612,23.5878,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:25.56,25.4361,23.612,23.5878,0.0,24.8924,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:25.82,25.4335,23.6082,23.5817,0.0,24.8985,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:26.09,25.4335,23.6082,23.5817,0.0,24.8985,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:26.35,25.4335,23.6082,23.5817,0.0,24.8985,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:26.62,25.4335,23.6082,23.5817,0.0,24.8985,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:26.88,25.4425,23.6066,23.5854,0.0,24.9029,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:27.15,25.4425,23.6066,23.5854,0.0,24.9029,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:27.41,25.4425,23.6066,23.5854,0.0,24.9029,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:27.68,25.4334,23.602,23.5831,0.0,24.8991,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:27.94,25.4334,23.602,23.5831,0.0,24.8991,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:28.20,25.4334,23.602,23.5831,0.0,24.8991,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:28.46,25.4334,23.602,23.5831,0.0,24.8991,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:28.73,25.4277,23.6017,23.5782,0.0,24.9006,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:29.00,25.4277,23.6017,23.5782,0.0,24.9006,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:29.26,25.4277,23.6017,23.5782,0.0,24.9006,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:29.53,25.4277,23.6017,23.5782,0.0,24.9006,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:29.80,25.4261,23.6042,23.5966,0.0,24.9032,4.0,3.0,0.0,-40.0,12.2091,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:30.07,25.4261,23.6042,23.5966,0.0,24.9032,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:30.33,25.4261,23.6042,23.5966,0.0,24.9032,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:30.59,25.4261,23.6042,23.5966,0.0,24.9032,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:30.85,25.4261,23.5993,23.5872,0.0,24.9085,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:31.11,25.4261,23.5993,23.5872,0.0,24.9085,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:31.37,25.4261,23.5993,23.5872,0.0,24.9085,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:31.64,25.4261,23.5993,23.5872,0.0,24.9085,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:31.90,25.4344,23.6034,23.5879,0.0,24.8945,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:32.16,25.4344,23.6034,23.5879,0.0,24.8945,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
12-19 11:17:32.42,25.4344,23.6034,23.5879,0.0,24.8945,4.0,3.0,0.0,-40.0,12.2087,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,4.0,0.0,True,False,False,True,False,True,False,True,False
